internal_vendor_id,vendor_name_normalized,total_received_amount,vendor_revenue_percentile,vendor_revenue_robust_zscore,total_transaction_count,average_ticket_size,unique_mps_served,unique_states_served,primary_state,primary_activity,primary_mp_id,primary_mp_name,single_mp_reliance_pct,feature_generated_at
INTERNAL_VND_00099,ZILLA NIRMITI KENDRA,31325000.0,0.9956205031952451,62.74702239378407,78,401602.5641025641,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_190,VISHWESHWAR HEGDE KAGERI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00100,NIRMITHI KENDRA SHIVAMOGGA,31185482.0,0.9955758144523394,62.46394567826589,124,251495.82258064515,1,1,KARNATAKA,Construction of community centers and community halls,INTERNAL_MP_187,SHRI B Y RAGHAVENDRA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00101,ALLUMINA ELECTRONICS,31116833.0,0.9955311257094338,62.32465946828864,131,237533.07633587785,2,1,KERALA,Lighting of public spaces,INTERNAL_MP_193,ADV ADOOR PRAKASH,88.96,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00102,SHREE HARIOM INFOTECH,31012776.0,0.9954864369665282,62.11353177303301,79,392566.7848101266,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_477,R.K. CHAUDHARY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00103,A S ENTERPRISES,30575159.0,0.9954417482236225,61.225623524528025,51,599512.9215686275,4,3,GOA,"Purchase of IT systems, including hardware and software for educational purposes",INTERNAL_MP_103,CAPTAIN VIRIATO FERNANDES,52.43,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00104,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,30140000.0,0.9953970594807168,60.34270246453453,77,391428.5714285714,1,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_156,KALI CHARAN MUNDA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00105,M P AGRO DHAR,30137810.0,0.9953523707378111,60.338259037829836,326,92447.26993865031,1,1,MADHYA PRADESH,Purchase of mobile water tankers,INTERNAL_MP_220,SAVITRI THAKUR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00106,DISTT EDUCATION OFFICER,29950200.0,0.9953076819949055,59.95760548346148,24,1247925.0,1,1,MADHYA PRADESH,"Purchase of IT systems, including hardware and software for educational purposes",INTERNAL_MP_238,DR. RAJESH MISHRA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00107,SS CONSTRUCTION,29840585.0,0.9952629932519999,59.73520081760098,38,785278.552631579,2,2,TAMIL NADU,Purchase of furniture and fixtures for educational purposes,INTERNAL_MP_368,MALAIYARASAN D,99.74,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00108,OM ENTERPRISES,29563582.0,0.9952183045090942,59.17317226624073,64,461930.96875,5,3,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_431,KAMLESH PASWAN,86.19,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00109,MS AMAR MANI TRIPATHI,29559735.0,0.9951736157661885,59.165366849559014,47,628930.5319148937,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_439,SHASHANK MANI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00110,M S COMMUNICATION,29277772.0,0.9951289270232828,58.593274646849316,113,259095.32743362832,4,1,KERALA,Lighting of public spaces,INTERNAL_MP_205,ANTO ANTONY,39.15,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00111,PROJECT MANAGER NIRMITHI KENDRA RAMANAGARA,29125000.0,0.9950842382803772,58.283306069438936,94,309840.42553191487,2,1,KARNATAKA,Construction of bus-sheds or bus-stops,INTERNAL_MP_166,DR C N MANJUNATH,95.88,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00112,JAGDISH NARAYAN,28535541.0,0.9950395495374715,57.08731617815159,59,483653.23728813557,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_426,ADITYA YADAV,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00113,ONN INFRATECH,28296291.0,0.9949948607945659,56.60188702787905,24,1179012.125,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_447,RAJKUMAR CHAHAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00114,GREENZ,27652325.0,0.9949501720516601,55.29530450673212,38,727692.7631578947,5,1,DELHI,Development of public parks,INTERNAL_MP_096,HARSH MALHOTRA,39.15,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00115,THE GILL SEHKARI KIRAT TE USSARI SABHA LTD,27444419.0,0.9949054833087545,54.87347114030972,143,191919.01398601398,1,1,PUNJAB,Installing community drinking water plants,INTERNAL_MP_324,SHER SINGH GHUBAYA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00116,TECHNO BEST,27228057.0,0.9948607945658489,54.434480871506096,10,2722805.7,2,1,WEST BENGAL,Lighting of public spaces,INTERNAL_MP_504,SHATRUGHAN SINHA,88.08,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00117,AARADHYA ENTERPRISES,27000752.0,0.9948161058229432,53.97328767191279,204,132356.6274509804,2,1,UTTAR PRADESH,Street lights,INTERNAL_MP_438,VIRENDRA SINGH,73.08,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00118,VEENA CONSTRUCTIONS,26709000.0,0.9947714170800376,53.38133396052173,29,921000.0,1,1,BIHAR,Lighting of public spaces,INTERNAL_MP_079,DILESHWAR KAMAIT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00119,MUNIAN VENKATESAN,26700121.0,0.9947267283371318,53.36331880722906,66,404547.2878787879,1,1,TAMIL NADU,Purchase of non-conventional energy system and devices for community use,INTERNAL_MP_368,MALAIYARASAN D,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00120,FORCE MOTORS LIMITED,26573896.0,0.9946820395942262,53.10721308311975,15,1771593.0666666667,11,7,KERALA,"Purchase of ambulances (Four, three and two wheelers)",INTERNAL_MP_174,PRIYANKA SATISH JARKIHOLI,20.17,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00121,AIOK M SANGMA,26500000.0,0.9946373508513205,52.95728090970894,64,414062.5,1,1,MEGHALAYA,Providing supply pipelines for drinking water,INTERNAL_MP_294,SALENG A SANGMA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00122,DISTRICT ENGINEER,26463088.0,0.9945926621084149,52.882387865634286,144,183771.44444444444,1,1,JHARKHAND,Construction of public irrigation facilities,INTERNAL_MP_149,KALI CHARAN SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00123,SHOURYA ENTERPRISES,26399060.0,0.9945479733655093,52.75247748890012,22,1199957.2727272727,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_447,RAJKUMAR CHAHAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00124,MP STATE AGRO IND CORP HARDA,26146524.0,0.9945032846226035,52.24009154995247,96,272359.625,1,1,MADHYA PRADESH,Construction of bus-sheds or bus-stops,INTERNAL_MP_214,DURGA DAS UIKEY,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00125,ASSISTANT ENGINEER DIGHA,26028319.0,0.9944585958796979,52.00025810080738,25,1041132.76,1,1,BIHAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_070,RAVI SHANKAR PRASAD,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00126,VARDHAN ASSOCIATES,25934478.0,0.9944139071367922,51.80985828099243,97,267365.75257731957,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_468,DAROGA PRASAD SAROJ,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00127,VIOLET ENTERPRISES,25907063.0,0.9943692183938866,51.75423428870519,104,249106.375,1,1,TELANGANA,Lighting of public spaces,INTERNAL_MP_403,ARUNA. D. K,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00128,BALAJI ENTERPRISES,25818498.0,0.994324529650981,51.574539272220825,13,1986038.3076923077,3,3,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_456,JAI PRAKASH,98.45,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00129,TECHKRITI INFRATECH PVT LTD,25014254.0,0.9942798409080753,49.94275878514962,52,481043.3461538461,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_427,DR RAJKUMAR SANGWAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00130,MAKSUD AHMAD CONTRACTOR,24866426.0,0.9942351521651696,49.64282139569722,198,125588.0101010101,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_480,CHANDRA SHEKHAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00131,SHYAM BIHARI PRASAD YADAV,24864298.0,0.9941904634222639,49.63850376463439,52,478159.57692307694,1,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_158,SUKHDEO BHAGAT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00132,DIVYANSHU CONSTRUCTION,24664218.0,0.9941457746793583,49.23254905455486,177,139345.86440677967,2,1,UTTAR PRADESH,Street lights,INTERNAL_MP_442,DEVESH SHAKYA,89.68,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00133,DUTTA ENTERPRISE,24502634.0,0.9941010859364526,48.904701264303505,16,1531414.625,1,1,WEST BENGAL,Lighting of public spaces,INTERNAL_MP_521,SHRI DEEPAK (DEV) ADHIKARI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00134,AV ENTERTAINMENT,24000000.0,0.994056397193547,47.88487599568037,91,263736.26373626373,1,1,BIHAR,Providing CCTV camera system for security of public areas,INTERNAL_MP_077,DEVESH CHANDRA THAKUR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00135,HIDAYA QIRAT ENTERPRISES,23804795.0,0.9940117084506412,47.488812475183195,73,326093.08219178085,2,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_438,VIRENDRA SINGH,53.9,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00136,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,23670476.0,0.9939670197077356,47.21628433292423,250,94681.904,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_486,CHHOTELAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00137,MP AGRO,23601587.0,0.99392233096483,47.07651117207523,136,173541.08088235295,2,1,MADHYA PRADESH,Purchase of mobile water tankers,INTERNAL_MP_227,GYANESHWAR PATIL,76.37,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00138,MD SADDAM,23053551.0,0.9938776422219243,45.964566972289404,11,2095777.3636363635,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_516,ASIT KUMAR MAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00139,PASUPARTHI HAREESH,23047867.0,0.9938329534790187,45.95303435247686,40,576196.675,1,1,ANDHRA PRADESH,Construction of community centers and community halls,INTERNAL_MP_004,AMBICA G LAKSHMINARAYANA VALMIKI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00140,MP STATE AGRO INDUSTRIES DEVELOPMENT CORP REWA,23013646.0,0.9937882647361129,45.88360124505168,23,1000593.304347826,1,1,MADHYA PRADESH,Purchase of mobile water tankers,INTERNAL_MP_234,JANARDAN MISHRA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00141,THE SIDHU KIRAT TE USARI SEHKARI SABHA LTD,22987011.0,0.9937435759932073,45.82955984309762,99,232192.0303030303,1,1,PUNJAB,Purchase of mobile water tankers,INTERNAL_MP_324,SHER SINGH GHUBAYA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00142,DEV CONSTRUCTION,22966531.0,0.9936988872503016,45.7880067020419,36,637959.1944444445,5,2,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_449,MAHESH SHARMA,82.29,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00143,LAKSHYA CONTRUCTION,22947251.0,0.993654198507396,45.74888831534491,55,417222.7454545455,2,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_455,AJENDRA SINGH LODHI,50.01,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00144,MPLADS BENEFICIARY COMMITTEE CHURACHANDPUR,22751963.0,0.9936095097644904,45.35265639100459,36,631998.9722222222,1,1,MANIPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_292,ALFRED KANNGAM S ARTHUR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00145,BIMLA AUTOMOBILES,22735174.0,0.9935648210215846,45.31859214856393,61,372707.7704918033,1,1,HARYANA,Purchase of mobile sanitation equipment,INTERNAL_MP_131,SHRI DHARAMBIR SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00146,CENTRAL ELECTRONICS LIMITED,22498131.0,0.993520132278679,44.8376409173495,2,11249065.5,1,1,DELHI,Providing CCTV camera system for security of public areas,INTERNAL_MP_098,MANOJ TIWARI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00147,AMIT MATHUR,22446590.0,0.9934754435357733,44.73306618867992,30,748219.6666666666,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_419,SHRI SATISH KUMAR GAUTAM,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00148,NISTHA ENTERPRISES,22289020.0,0.9934307547928677,44.41336265175853,16,1393063.75,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_441,JAGDAMBIKA PAL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00149,MR CONSTRUCTION,22288512.0,0.993386066049962,44.412331939080005,128,174129.0,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_485,MOHIBBULLAH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00150,BSDEV INFRATECH INIDA PRIVATE LIMITED,22288000.0,0.9933413773070564,44.41129311055361,28,796000.0,1,1,BIHAR,Purchase of furniture and fixtures for educational purposes,INTERNAL_MP_043,PRADEEP KUMAR SINGH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00151,PUNA IRON INDUSTRIES,22170779.0,0.9932966885641507,44.17345615998268,9,2463419.888888889,1,1,MADHYA PRADESH,Street lights,INTERNAL_MP_234,JANARDAN MISHRA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00152,BABA VISHWANATH ENTERPRISES,21951050.0,0.993251999821245,43.72763437624084,25,878042.0,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_464,RAMESH AWASTHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00153,ARUN KUMAR DAS,21720781.0,0.9932073110783394,43.260427333381465,55,394923.2909090909,1,1,WEST BENGAL,Street lights,INTERNAL_MP_521,SHRI DEEPAK (DEV) ADHIKARI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00154,ARUP GHOSH,21633738.0,0.9931626223354337,43.08382039700875,54,400624.77777777775,1,1,WEST BENGAL,Street lights,INTERNAL_MP_521,SHRI DEEPAK (DEV) ADHIKARI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00155,MP STATE AGRO BALAGHAT,21397595.0,0.9931179335925281,42.60469523156337,93,230081.66666666666,1,1,MADHYA PRADESH,Purchase of mobile water tankers,INTERNAL_MP_213,BHARTI PARDHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00156,MP STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD DAMOH,21363428.0,0.9930732448496223,42.535371688084325,99,215792.202020202,1,1,MADHYA PRADESH,Purchase of non-conventional energy system and devices for community use,INTERNAL_MP_218,RAHUL SINGH LODHI,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00157,SATYAVER SIGH CONTRACTOR AND SUPPLIER,21277376.0,0.9930285561067167,42.36077545301953,51,417203.45098039217,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_436,CHANDAN CHAUHAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00158,GEETANJALI TRADERS,21264000.0,0.9929838673638111,42.33363605776751,45,472533.3333333333,1,1,ODISHA,"Purchase of IT systems, including hardware and software for educational purposes",INTERNAL_MP_317,SHRI JUAL ORAM,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00159,ASESAR SINGH CONTRACTOR,21244781.0,0.9929391786209054,42.29464143775042,137,155071.39416058394,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_435,VINOD KUMAR BIND,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00160,SWASTIK ENTERPRISES,21196893.0,0.9928944898779998,42.19747850714123,24,883203.875,2,2,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_447,RAJKUMAR CHAHAR,99.8,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00161,MA ENTERPRISE,21184305.0,0.992849801135094,42.1719379339181,9,2353811.6666666665,1,1,WEST BENGAL,Construction of water tanks,INTERNAL_MP_513,SK NURUL ISLAM,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00162,T PRABHAKARAN,20860367.0,0.9928051123921884,41.51468005270187,47,443837.59574468085,2,1,TAMIL NADU,"Purchase of smart boards, visual display units and projectors",INTERNAL_MP_369,GANESAN SELVAM,64.55,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00163,ROUDRANTAK INFRATECH,20786350.0,0.9927604236492827,41.36450237489321,1,20786350.0,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_481,PRAVEEN PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00164,SHIV SHARAN,20732000.0,0.9927157349063771,41.25422829206223,21,987238.0952380953,2,1,BIHAR,Lighting of public spaces,INTERNAL_MP_052,ALOK KUMAR SUMAN,51.96,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00165,SAIBABA STONE CRUSHER AND CONSTRUCTION,20662113.0,0.9926710461634715,41.112430227171544,5,4132422.6,1,1,MAHARASHTRA,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_256,AASHTIKAR PATIL NAGESH BAPURAO,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00166,EE NREP SIMDEGA,20600000.0,0.9926263574205657,40.98640531260152,85,242352.9411764706,1,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_156,KALI CHARAN MUNDA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00167,SARKAR ENTERPRISE,20465176.0,0.9925816686776601,40.71285254454993,4,5116294.0,2,1,WEST BENGAL,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,INTERNAL_MP_504,SHATRUGHAN SINHA,85.67,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00168,PROJECT MANAGER NIRMITI KENDRA GADAG,20350000.0,0.9925369799347544,40.479164821198665,53,383962.2641509434,2,1,KARNATAKA,Construction of buildings for community cultural activities,INTERNAL_MP_181,BASAVARAJ BOMMAI,81.7,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00169,NATIONAL ENGINEERING WORKS,20325830.0,0.9924922911918488,40.430124810489836,94,216232.2340425532,2,2,UTTAR PRADESH,Purchase of mobile water tankers,INTERNAL_MP_240,SHRI ANIL FIROJIYA,51.01,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00170,JAI PRAKASH,20269974.0,0.9924476024489431,40.31679511093865,61,332294.65573770495,2,2,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_483,DR. S P SINGH,99.98,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00171,BITU RAY,20160000.0,0.9924029137060375,40.093662047732494,36,560000.0,1,1,ASSAM,Installing community drinking water plants,INTERNAL_MP_036,KRIPANATH MALLAH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00172,GOPAL,19965797.0,0.9923582249631318,39.69963154712486,44,453768.11363636365,4,3,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_457,ANOOP PRADHAN BALMIKI,97.35,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00173,LITTLE GENIUS AGENCIES,19965208.0,0.9923135362202261,39.698436488527115,40,499130.2,1,1,BIHAR,Purchase of books and periodicals for libraries/digitization of library books,INTERNAL_MP_045,ABHAY KUMAR SINHA,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00174,MANU KUMAR,19950000.0,0.9922688474773205,39.66758003495409,30,665000.0,1,1,ASSAM,"Purchase of IT systems, including hardware and software for educational purposes",INTERNAL_MP_036,KRIPANATH MALLAH,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00175,DE ZP GUMLA,19948012.0,0.9922241587344148,39.66354645856646,81,246271.75308641975,1,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_158,SUKHDEO BHAGAT,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00176,J B ENTERPRISES,19939392.0,0.9921794699915092,39.64605680642289,88,226584.0,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_430,KRISHNA DEVI SHIVSHANKER PATEL,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00177,BIDP INDIA PRIVATE LIMITED,19900000.0,0.9921347812486034,39.56613193667352,20,995000.0,1,1,BIHAR,Lighting of public spaces,INTERNAL_MP_052,ALOK KUMAR SUMAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00178,R R BUILDERS,19891717.0,0.9920900925056978,39.549326044712366,8,2486464.625,1,1,TAMIL NADU,Construction of boundary walls of existing public and community buildings,INTERNAL_MP_384,DR RANI SRI KUMAR,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00179,KRISHNA CONSTRUCTION,19822080.0,0.9920454037627922,39.40803522031308,41,483465.3658536585,6,4,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",INTERNAL_MP_472,SMT DIMPLE YADAV,34.88,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00180,A AND A BUILDERS AND PROMOTERS,19680285.0,0.9920007150198865,39.120338558399204,4,4920071.25,1,1,TAMIL NADU,Construction of buildings for sports facilities,INTERNAL_MP_359,THIRU DAYANIDHI MARAN,100.0,2026-08-26T10:44:17.312957+00:00
INTERNAL_VND_00181,HARI TARA ASSOCIATES,19670999.0,0.9919560262769809,39.10149761758654,8,2458874.875,1,1,UTTAR PRADESH,Lighting of public spaces,INTERNAL_MP_476,ASHOK KUMAR RAWAT,100.0,2026-08-26T10:44:17.312957+00:00
